"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr3"	74643615	74644115	501	"*"	7.77	8.76	1.98	6.78	1.01e-36	2.95e-34
"chr12"	68914873	68915373	501	"*"	7.12	8.05	3.76	4.28	1.01e-36	2.95e-34
"chr18"	44803191	44803691	501	"*"	7.16	8.12	3.11	5.01	1.01e-36	2.96e-34
"chr13"	23778649	23779149	501	"*"	7.23	8.12	4.54	3.58	1.03e-36	3e-34
"chr12"	32453924	32454424	501	"*"	7.14	8.1	3.11	4.98	1.44e-36	4.17e-34
"chr17"	19937477	19937977	501	"*"	7.24	8.12	4.54	3.58	1.5e-36	4.32e-34
"chr3"	152270006	152270506	501	"*"	7.09	8.02	3.72	4.3	1.59e-36	4.57e-34
"chr18"	11948866	11949366	501	"*"	7.82	8.6	6.04	2.56	1.59e-36	4.57e-34
"chr6"	108620902	108621402	501	"*"	7.13	8.08	3.2	4.88	1.61e-36	4.62e-34
"chr3"	70889583	70890083	501	"*"	7.09	8.01	3.82	4.19	2.01e-36	5.72e-34
"chr2"	226755095	226755595	501	"*"	8.72	9.41	7.34	2.07	2.02e-36	5.72e-34
"chr6"	133763931	133764431	501	"*"	8.28	9.03	6.66	2.37	2.36e-36	6.66e-34
"chr4"	88612184	88612684	501	"*"	8.27	9.02	6.63	2.4	2.47e-36	6.97e-34
"chr18"	24076220	24076720	501	"*"	7.96	8.72	6.24	2.48	2.49e-36	6.99e-34
"chr1"	109370557	109371057	501	"*"	8.35	9.09	6.74	2.34	2.65e-36	7.42e-34
"chr15"	74663944	74664444	501	"*"	7.35	8.22	4.77	3.45	2.94e-36	8.2e-34
"chr12"	29038999	29039499	501	"*"	7.67	8.48	5.68	2.8	3.28e-36	9.13e-34
"chr21"	34965394	34965894	501	"*"	7.78	8.56	5.96	2.6	3.33e-36	9.22e-34
"chr6"	53035870	53036370	501	"*"	7.86	8.64	6.04	2.6	3.49e-36	9.63e-34
"chr10"	97762858	97763358	501	"*"	7.38	8.36	2.42	5.93	3.63e-36	1e-33
"chr2"	44170395	44170895	501	"*"	7.08	8.02	3.61	4.41	3.83e-36	1.05e-33
"chr6"	56514394	56514894	501	"*"	7.06	7.99	3.71	4.28	4.26e-36	1.17e-33
"chr13"	83065115	83065615	501	"*"	8.24	9.03	6.32	2.71	4.48e-36	1.22e-33
"chr1"	67880163	67880663	501	"*"	7.85	8.63	6.01	2.62	4.63e-36	1.26e-33
"chr1"	39047534	39048034	501	"*"	7.23	8.13	4.29	3.85	5.54e-36	1.5e-33
"chr22"	24245589	24246089	501	"*"	7.11	8.07	3.15	4.92	7.71e-36	2.08e-33
"chr5"	78601087	78601587	501	"*"	7.69	8.5	5.66	2.84	7.82e-36	2.1e-33
"chr3"	62149929	62150429	501	"*"	7.11	8.01	4.17	3.84	8.89e-36	2.38e-33
"chr1"	23984497	23984997	501	"*"	7.11	8.06	3.05	5.01	9.67e-36	2.59e-33
"chr8"	29249936	29250436	501	"*"	7.1	8.02	3.88	4.13	1.05e-35	2.81e-33
"chr1"	61055142	61055642	501	"*"	7.5	8.34	5.22	3.12	1.17e-35	3.1e-33
"chr6"	108592868	108593368	501	"*"	7.42	8.4	2.28	6.11	1.25e-35	3.31e-33
"chr7"	36164941	36165441	501	"*"	7.91	8.7	5.97	2.74	1.39e-35	3.68e-33
"chr11"	114159940	114160440	501	"*"	8.14	8.87	6.58	2.28	1.41e-35	3.72e-33
"chr1"	94553232	94553732	501	"*"	7.56	8.4	5.34	3.06	1.43e-35	3.75e-33
"chr1"	221891688	221892188	501	"*"	7.21	8.17	3.06	5.12	1.59e-35	4.15e-33
"chr3"	177723925	177724425	501	"*"	7.36	8.24	4.78	3.46	1.61e-35	4.2e-33
"chr12"	46389001	46389501	501	"*"	8.87	9.54	7.54	2	1.89e-35	4.91e-33
"chr21"	27329211	27329711	501	"*"	8.05	8.81	6.36	2.45	1.94e-35	5.02e-33
"chr7"	151680742	151681242	501	"*"	7.41	8.39	2.28	6.11	2.39e-35	6.17e-33
"chr2"	237449439	237449939	501	"*"	7.07	8	3.66	4.34	2.61e-35	6.71e-33
"chr1"	27145800	27146300	501	"*"	7.72	8.52	5.79	2.72	2.66e-35	6.82e-33
"chr14"	49999074	49999574	501	"*"	7.43	8.27	5.11	3.17	2.72e-35	6.96e-33
"chr20"	38985595	38986095	501	"*"	8.15	8.89	6.59	2.3	2.9e-35	7.38e-33
"chr2"	109322053	109322553	501	"*"	7.56	8.37	5.53	2.84	3.55e-35	9.01e-33
"chr5"	65810014	65810514	501	"*"	7.36	8.23	4.78	3.45	3.78e-35	9.57e-33
"chr3"	131216850	131217350	501	"*"	7.09	8.01	3.87	4.14	4.26e-35	1.08e-32
"chr7"	80781457	80781957	501	"*"	7.02	7.95	3.48	4.47	4.5e-35	1.13e-32
"chr11"	118920701	118921201	501	"*"	7.09	8	3.92	4.08	5.06e-35	1.27e-32
"chr12"	46518868	46519368	501	"*"	7.1	8.06	3.06	5	6.63e-35	1.66e-32
"chr15"	36430567	36431067	501	"*"	7.18	8.06	4.54	3.52	6.95e-35	1.73e-32
"chr3"	157520703	157521203	501	"*"	7.05	7.96	3.86	4.1	7.69e-35	1.91e-32
"chr4"	147855572	147856072	501	"*"	7.81	8.8	1.75	7.05	8.44e-35	2.09e-32
"chr16"	85055311	85055811	501	"*"	7.63	8.44	5.59	2.85	8.57e-35	2.12e-32
"chr20"	51631508	51632008	501	"*"	8.05	8.81	6.38	2.43	1.16e-34	2.85e-32
"chr9"	94135167	94135667	501	"*"	8.52	9.21	7.14	2.07	1.22e-34	2.99e-32
"chr3"	105349954	105350454	501	"*"	7.07	8.03	2.87	5.16	1.61e-34	3.93e-32
"chr18"	22485707	22486207	501	"*"	7.06	7.96	4.13	3.83	1.83e-34	4.48e-32
"chr10"	52541121	52541621	501	"*"	7.49	8.31	5.42	2.89	2.02e-34	4.91e-32
"chr1"	155017213	155017713	501	"*"	7.99	8.73	6.39	2.34	2.05e-34	4.98e-32
"chr16"	66996342	66996842	501	"*"	7.35	8.21	4.93	3.28	2.06e-34	4.99e-32
"chr4"	123744510	123745010	501	"*"	7.09	8.01	3.93	4.08	2.63e-34	6.35e-32
"chr20"	44714183	44714683	501	"*"	7.1	8.02	3.91	4.1	2.7e-34	6.51e-32
"chr11"	122162039	122162539	501	"*"	7	7.92	3.72	4.21	3.25e-34	7.78e-32
"chr12"	51904895	51905395	501	"*"	7.47	8.29	5.42	2.87	3.42e-34	8.17e-32
"chr4"	39655825	39656325	501	"*"	7	7.92	3.77	4.15	3.73e-34	8.9e-32
"chr5"	158775380	158775880	501	"*"	7.12	8.09	2.66	5.42	3.78e-34	8.99e-32
"chr3"	98922721	98923221	501	"*"	8.04	8.78	6.46	2.32	4.49e-34	1.06e-31
"chr12"	114655957	114656457	501	"*"	7.68	8.49	5.73	2.75	4.54e-34	1.07e-31
"chr9"	76876051	76876551	501	"*"	7.04	7.98	3.26	4.72	4.66e-34	1.1e-31
"chr6"	7650675	7651175	501	"*"	7.52	8.33	5.46	2.88	5.04e-34	1.18e-31
"chr2"	189337676	189338176	501	"*"	8.11	8.86	6.45	2.41	6.17e-34	1.45e-31
"chr19"	38209519	38210019	501	"*"	6.97	7.91	3.28	4.63	6.65e-34	1.55e-31
"chr5"	67693838	67694338	501	"*"	6.98	7.93	3.27	4.66	6.81e-34	1.59e-31
"chr15"	98894263	98894763	501	"*"	7	7.95	3.14	4.82	7.87e-34	1.83e-31
"chr15"	71691890	71692390	501	"*"	8.13	8.88	6.51	2.36	8.03e-34	1.86e-31
"chr22"	30250484	30250984	501	"*"	7.75	6.02	8.51	-2.49	8.28e-34	1.91e-31
"chr10"	89522409	89522909	501	"*"	7.12	8.08	2.68	5.41	8.8e-34	2.03e-31
"chr14"	88995644	88996144	501	"*"	8.93	7.75	9.56	-1.82	9.85e-34	2.26e-31
"chr7"	30001029	30001529	501	"*"	6.97	7.89	3.61	4.28	1.05e-33	2.4e-31
"chr1"	94039976	94040476	501	"*"	7.27	8.13	4.79	3.34	1.05e-33	2.41e-31
"chr14"	23143758	23144258	501	"*"	7.11	8	4.44	3.55	1.11e-33	2.52e-31
"chr14"	23153949	23154449	501	"*"	7.15	8.03	4.4	3.63	1.32e-33	3e-31
"chr15"	85331132	85331632	501	"*"	7.06	8.02	2.75	5.27	1.4e-33	3.16e-31
"chr2"	214103550	214104050	501	"*"	7.19	8.17	2.41	5.76	1.51e-33	3.4e-31
"chr12"	51441484	51441984	501	"*"	6.99	7.93	3.44	4.49	1.69e-33	3.82e-31
"chr5"	149489736	149490236	501	"*"	7.05	7.95	4.05	3.9	1.96e-33	4.4e-31
"chr1"	150568031	150568531	501	"*"	8.29	9.02	6.71	2.31	1.99e-33	4.46e-31
"chr10"	10977262	10977762	501	"*"	7.09	8.05	2.75	5.3	2.04e-33	4.56e-31
"chr2"	73932099	73932599	501	"*"	7.47	8.28	5.42	2.86	2.1e-33	4.67e-31
"chr19"	47305342	47305842	501	"*"	6.98	7.89	3.95	3.94	2.26e-33	5.03e-31
"chr1"	8396886	8397386	501	"*"	8.16	8.9	6.56	2.34	2.35e-33	5.22e-31
"chr7"	38681750	38682250	501	"*"	7.68	8.47	5.8	2.68	2.5e-33	5.54e-31
"chr21"	43734536	43735036	501	"*"	7.32	8.17	5.01	3.16	2.55e-33	5.62e-31
"chr16"	56625333	56625833	501	"*"	7.29	8.13	5.09	3.04	3.05e-33	6.71e-31
"chr4"	87530786	87531286	501	"*"	7.37	8.35	2.12	6.24	3.2e-33	7.03e-31
"chr1"	41496148	41496648	501	"*"	7.57	8.36	5.68	2.68	3.42e-33	7.48e-31
"chr1"	177471223	177471723	501	"*"	7.52	8.32	5.56	2.76	3.52e-33	7.67e-31
"chr1"	71089838	71090338	501	"*"	7.52	8.33	5.52	2.8	3.69e-33	8.02e-31
"chr15"	60966293	60966793	501	"*"	7.18	8.06	4.49	3.58	4.09e-33	8.88e-31
"chr12"	2180341	2180841	501	"*"	7.57	8.37	5.68	2.68	4.25e-33	9.2e-31
"chr2"	28635123	28635623	501	"*"	7.63	8.62	1.79	6.83	4.59e-33	9.92e-31
"chr8"	58832976	58833476	501	"*"	7.33	8.16	5.17	2.99	4.86e-33	1.05e-30
"chr1"	111436744	111437244	501	"*"	7.28	8.13	4.98	3.15	5.07e-33	1.09e-30
"chr3"	30493826	30494326	501	"*"	8.47	9.15	7.12	2.03	5.14e-33	1.1e-30
"chr7"	79778920	79779420	501	"*"	7.46	8.29	5.29	3	5.27e-33	1.13e-30
"chr6"	138597265	138597765	501	"*"	6.98	7.88	4.04	3.84	5.74e-33	1.22e-30
"chr9"	27539630	27540130	501	"*"	8.27	8.98	6.82	2.17	5.92e-33	1.26e-30
"chr4"	47852038	47852538	501	"*"	7.9	8.66	6.19	2.46	6.22e-33	1.32e-30
"chr2"	229407115	229407615	501	"*"	7.81	8.57	6.13	2.44	7e-33	1.48e-30
"chr21"	34736895	34737395	501	"*"	7.25	8.11	4.84	3.27	7.54e-33	1.59e-30
"chr2"	216535374	216535874	501	"*"	9	9.65	7.8	1.85	7.71e-33	1.62e-30
"chr4"	114250428	114250928	501	"*"	6.95	7.86	3.88	3.99	9.83e-33	2.06e-30
"chr2"	203743471	203743971	501	"*"	8	8.73	6.45	2.28	1e-32	2.1e-30
"chr11"	86559466	86559966	501	"*"	6.94	7.88	3.36	4.53	1.01e-32	2.1e-30
"chr12"	20465909	20466409	501	"*"	7.09	7.97	4.47	3.5	1.17e-32	2.44e-30
"chr13"	77981407	77981907	501	"*"	6.97	7.92	3.26	4.65	1.61e-32	3.35e-30
"chr17"	8041132	8041632	501	"*"	7.15	8.12	2.42	5.71	1.62e-32	3.35e-30
"chr8"	47627511	47628011	501	"*"	8.19	8.9	6.72	2.18	1.7e-32	3.51e-30
"chr11"	86547821	86548321	501	"*"	7.02	7.91	4.32	3.59	1.79e-32	3.68e-30
"chr6"	139525270	139525770	501	"*"	7.02	7.99	2.65	5.33	1.83e-32	3.76e-30
"chr2"	27707826	27708326	501	"*"	7.03	7.99	2.66	5.33	1.96e-32	4.03e-30
"chr10"	30055263	30055763	501	"*"	7.75	8.52	6	2.52	2e-32	4.08e-30
"chr22"	49971238	49971738	501	"*"	7.18	8.04	4.76	3.28	2.27e-32	4.64e-30
"chr9"	120916456	120916956	501	"*"	7.16	8.03	4.67	3.36	2.31e-32	4.71e-30
"chr16"	20906589	20907089	501	"*"	8.05	8.78	6.48	2.3	2.56e-32	5.2e-30
"chr4"	1201816	1202316	501	"*"	7.31	8.14	5.1	3.04	2.92e-32	5.9e-30
"chr21"	28805737	28806237	501	"*"	8.8	9.49	7.43	2.07	2.92e-32	5.9e-30
"chr6"	11428951	11429451	501	"*"	8.04	8.76	6.51	2.25	2.93e-32	5.9e-30
"chr3"	105362266	105362766	501	"*"	7.36	8.18	5.28	2.9	3.11e-32	6.26e-30
"chr4"	56728442	56728942	501	"*"	6.93	7.87	3.21	4.66	3.19e-32	6.38e-30
"chr1"	16250460	16250960	501	"*"	7.38	8.36	1.96	6.4	3.19e-32	6.38e-30
"chr3"	188635229	188635729	501	"*"	7.03	7.99	2.65	5.35	3.51e-32	7.01e-30
"chr11"	124801063	124801563	501	"*"	6.92	7.86	3.3	4.57	3.59e-32	7.15e-30
"chr1"	85229015	85229515	501	"*"	7.01	7.9	4.25	3.65	3.83e-32	7.61e-30
"chr12"	93200176	93200676	501	"*"	7.39	8.37	1.96	6.41	4.34e-32	8.6e-30
"chr14"	68547677	68548177	501	"*"	8.18	8.9	6.66	2.24	4.65e-32	9.19e-30
"chr1"	156510685	156511185	501	"*"	6.92	7.86	3.27	4.59	4.88e-32	9.63e-30
"chr9"	4084419	4084919	501	"*"	7.17	8.04	4.63	3.41	5.62e-32	1.11e-29
"chr4"	124060185	124060685	501	"*"	6.92	7.83	3.81	4.02	5.65e-32	1.11e-29
"chr12"	114413675	114414175	501	"*"	6.88	7.81	3.54	4.27	5.69e-32	1.11e-29
"chr8"	48591546	48592046	501	"*"	7.58	8.38	5.59	2.79	5.77e-32	1.13e-29
"chr14"	52003278	52003778	501	"*"	6.89	7.81	3.72	4.09	6.09e-32	1.19e-29
"chr4"	124020021	124020521	501	"*"	6.91	7.84	3.49	4.35	6.12e-32	1.19e-29
"chr1"	99858862	99859362	501	"*"	6.9	7.83	3.43	4.41	6.46e-32	1.25e-29
"chr3"	139120287	139120787	501	"*"	6.92	7.83	3.87	3.96	7.33e-32	1.42e-29
"chr20"	41003000	41003500	501	"*"	8.73	9.39	7.49	1.9	8.26e-32	1.59e-29
"chr14"	71372310	71372810	501	"*"	7.67	8.43	5.92	2.51	8.53e-32	1.64e-29
"chr11"	111698690	111699190	501	"*"	7.16	8.14	2.26	5.88	8.79e-32	1.69e-29
"chr1"	67135329	67135829	501	"*"	7.12	7.99	4.58	3.4	8.96e-32	1.72e-29
"chr20"	50513724	50514224	501	"*"	6.97	7.93	2.77	5.16	9.1e-32	1.74e-29
"chr10"	44998161	44998661	501	"*"	6.97	7.88	3.85	4.03	9.32e-32	1.78e-29
"chr2"	217687687	217688187	501	"*"	7.35	8.34	1.94	6.39	1.05e-31	2.01e-29
"chr2"	200624598	200625098	501	"*"	7.06	7.93	4.55	3.38	1.1e-31	2.1e-29
"chr10"	124728394	124728894	501	"*"	6.92	7.85	3.59	4.25	1.13e-31	2.14e-29
"chr1"	59604070	59604570	501	"*"	7.02	7.9	4.38	3.51	1.14e-31	2.16e-29
"chr16"	84829174	84829674	501	"*"	7.19	8.04	4.84	3.2	1.17e-31	2.2e-29
"chr8"	95100855	95101355	501	"*"	7.26	8.09	5.07	3.03	1.36e-31	2.55e-29
"chr17"	77602432	77602932	501	"*"	6.93	7.85	3.81	4.04	1.39e-31	2.61e-29
"chr12"	1562407	1562907	501	"*"	7.06	8.03	2.44	5.59	1.45e-31	2.72e-29
"chr3"	23739557	23740057	501	"*"	7	7.96	2.55	5.41	1.53e-31	2.86e-29
"chr13"	30743363	30743863	501	"*"	9.07	9.7	7.94	1.76	1.61e-31	3e-29
"chr6"	147156860	147157360	501	"*"	7.21	8.19	2.12	6.07	1.67e-31	3.11e-29
"chr2"	127411063	127411563	501	"*"	7.78	8.55	6.04	2.51	1.81e-31	3.36e-29
"chr9"	86405845	86406345	501	"*"	8.72	9.4	7.38	2.02	2.02e-31	3.74e-29
"chr11"	88475879	88476379	501	"*"	7.07	7.93	4.55	3.39	2.08e-31	3.83e-29
"chr1"	209707196	209707696	501	"*"	7.56	8.36	5.57	2.79	2.16e-31	3.99e-29
"chr1"	36203790	36204290	501	"*"	7.28	8.1	5.21	2.89	2.42e-31	4.45e-29
"chr14"	68550309	68550809	501	"*"	7.33	8.31	1.97	6.34	2.9e-31	5.31e-29
"chr2"	189350481	189350981	501	"*"	8.04	8.76	6.56	2.2	3.04e-31	5.57e-29
"chr6"	111657073	111657573	501	"*"	7.02	7.9	4.38	3.52	3.27e-31	5.97e-29
"chr15"	99558525	99559025	501	"*"	6.89	7.84	2.87	4.97	3.29e-31	5.99e-29
"chr22"	29778927	29779427	501	"*"	6.95	7.83	4.25	3.59	3.37e-31	6.13e-29
"chrX"	32421201	32421701	501	"*"	6.85	7.8	3.14	4.66	3.52e-31	6.39e-29
"chr1"	84619278	84619778	501	"*"	8.16	8.86	6.72	2.14	3.79e-31	6.86e-29
"chr2"	143955322	143955822	501	"*"	7.71	8.46	6.05	2.41	3.97e-31	7.17e-29
"chr19"	2282055	2282555	501	"*"	6.88	7.83	3.05	4.78	4.05e-31	7.3e-29
"chr14"	71574994	71575494	501	"*"	7.44	8.23	5.5	2.73	4.19e-31	7.55e-29
"chr3"	55500310	55500810	501	"*"	6.91	7.87	2.75	5.12	4.42e-31	7.94e-29
"chr15"	37046766	37047266	501	"*"	6.84	7.78	3.34	4.43	4.56e-31	8.17e-29
"chr1"	226708556	226709056	501	"*"	6.88	7.82	3.36	4.46	4.66e-31	8.32e-29
"chr2"	19835782	19836282	501	"*"	7.44	8.25	5.41	2.84	4.78e-31	8.53e-29
"chr12"	116426207	116426707	501	"*"	7.67	8.42	5.98	2.44	4.8e-31	8.54e-29
"chr1"	172746255	172746755	501	"*"	8.26	8.96	6.8	2.16	4.81e-31	8.54e-29
"chr14"	61152899	61153399	501	"*"	7.48	8.28	5.54	2.75	4.85e-31	8.6e-29
"chr16"	72291427	72291927	501	"*"	8.58	9.27	7.2	2.07	4.92e-31	8.69e-29
"chr12"	24538242	24538742	501	"*"	7.22	8.08	4.83	3.24	5.35e-31	9.43e-29
"chr2"	174606209	174606709	501	"*"	7.29	8.1	5.21	2.9	5.36e-31	9.44e-29
"chr2"	223007509	223008009	501	"*"	6.85	7.78	3.47	4.3	6.01e-31	1.06e-28
"chr17"	77139803	77140303	501	"*"	6.85	7.78	3.43	4.35	6.04e-31	1.06e-28
"chr2"	30362110	30362610	501	"*"	6.87	7.79	3.82	3.97	6.11e-31	1.07e-28
"chr9"	109886990	109887490	501	"*"	6.89	7.8	3.77	4.03	6.31e-31	1.1e-28
"chr21"	28804069	28804569	501	"*"	6.96	7.92	2.55	5.37	6.43e-31	1.12e-28
"chr2"	228771649	228772149	501	"*"	6.85	7.79	3.27	4.52	6.44e-31	1.12e-28
"chr5"	127650571	127651071	501	"*"	7.28	8.1	5.17	2.94	6.76e-31	1.17e-28
"chr2"	168639383	168639883	501	"*"	7	7.88	4.39	3.49	7.08e-31	1.22e-28
"chr4"	94515932	94516432	501	"*"	7.12	7.97	4.76	3.21	8.6e-31	1.49e-28
"chr16"	11833907	11834407	501	"*"	6.97	7.94	2.77	5.17	8.97e-31	1.55e-28
"chr2"	195319046	195319546	501	"*"	7.42	8.25	5.26	2.99	9.93e-31	1.71e-28
"chr1"	61182012	61182512	501	"*"	6.83	7.77	3.04	4.73	1.1e-30	1.89e-28
"chr10"	58621844	58622344	501	"*"	7.23	8.08	4.84	3.24	1.21e-30	2.07e-28
"chr7"	18859372	18859872	501	"*"	7.17	8.01	4.93	3.08	1.21e-30	2.07e-28
"chr17"	77096660	77097160	501	"*"	7.08	7.94	4.67	3.27	1.26e-30	2.14e-28
"chr2"	121627112	121627612	501	"*"	6.93	7.9	2.54	5.36	1.28e-30	2.17e-28
"chr2"	102064115	102064615	501	"*"	7.88	8.63	6.23	2.39	1.46e-30	2.48e-28
"chr5"	150781955	150782455	501	"*"	7.85	8.58	6.29	2.29	1.56e-30	2.64e-28
"chr5"	172425910	172426410	501	"*"	7.07	8.04	2.29	5.75	1.62e-30	2.73e-28
"chr6"	137241390	137241890	501	"*"	7.15	8	4.76	3.24	1.62e-30	2.73e-28
"chr1"	12615167	12615667	501	"*"	7.75	8.49	6.13	2.36	1.62e-30	2.73e-28
"chr14"	73789934	73790434	501	"*"	6.88	7.83	2.88	4.95	1.7e-30	2.86e-28
"chr12"	53049478	53049978	501	"*"	6.95	7.84	4.21	3.62	1.75e-30	2.94e-28
"chr19"	39411504	39412004	501	"*"	6.86	7.82	2.76	5.06	1.77e-30	2.96e-28
"chr9"	81499005	81499505	501	"*"	7.89	8.63	6.32	2.31	1.78e-30	2.97e-28
"chr3"	43719777	43720277	501	"*"	6.87	7.82	2.88	4.94	2.02e-30	3.36e-28
"chr3"	100040651	100041151	501	"*"	8.27	8.95	6.92	2.03	2.03e-30	3.38e-28
"chr2"	55761448	55761948	501	"*"	6.83	7.74	3.82	3.93	2.24e-30	3.72e-28
"chr20"	37990555	37991055	501	"*"	7.53	8.34	5.56	2.78	2.29e-30	3.79e-28
"chr9"	21684898	21685398	501	"*"	8.21	6.89	8.89	-2	2.34e-30	3.87e-28
"chr17"	74994351	74994851	501	"*"	7.25	8.1	4.89	3.21	2.38e-30	3.92e-28
"chr1"	201849625	201850125	501	"*"	7.04	7.9	4.55	3.35	2.4e-30	3.95e-28
"chr9"	108040747	108041247	501	"*"	7.45	8.24	5.54	2.7	2.43e-30	4e-28
"chr12"	124755192	124755692	501	"*"	6.86	7.79	3.53	4.26	2.55e-30	4.18e-28
"chrX"	96432615	96433115	501	"*"	7.02	7.9	4.43	3.47	2.72e-30	4.45e-28
"chr7"	77326917	77327417	501	"*"	7.05	7.9	4.69	3.21	2.73e-30	4.46e-28
"chr1"	221851262	221851762	501	"*"	6.84	7.78	3.29	4.48	3.2e-30	5.21e-28
"chr5"	7926287	7926787	501	"*"	7.78	8.51	6.23	2.28	3.34e-30	5.44e-28
"chr8"	30215741	30216241	501	"*"	8.04	8.75	6.56	2.19	3.36e-30	5.47e-28
"chr1"	184362817	184363317	501	"*"	7.25	8.06	5.21	2.85	3.62e-30	5.87e-28
"chr11"	9527496	9527996	501	"*"	7.04	7.9	4.61	3.28	4.26e-30	6.89e-28
"chr8"	133161866	133162366	501	"*"	7.69	8.44	6.01	2.44	4.4e-30	7.1e-28
"chr9"	110115923	110116423	501	"*"	7.53	8.3	5.78	2.52	4.41e-30	7.11e-28
"chr5"	32225373	32225873	501	"*"	6.83	7.78	2.85	4.93	4.48e-30	7.21e-28
"chr18"	9055159	9055659	501	"*"	7.47	8.27	5.58	2.69	4.82e-30	7.74e-28
"chr6"	72348917	72349417	501	"*"	7.26	8.08	5.16	2.92	5.45e-30	8.73e-28
"chr5"	94983750	94984250	501	"*"	7.91	8.63	6.41	2.22	5.96e-30	9.52e-28
"chr5"	72151665	72152165	501	"*"	6.83	7.76	3.42	4.34	6.64e-30	1.06e-27
"chr9"	72382512	72383012	501	"*"	6.84	7.75	3.76	3.99	6.82e-30	1.09e-27
"chr5"	117800264	117800764	501	"*"	6.79	7.72	3.22	4.5	6.94e-30	1.1e-27
"chr2"	30589013	30589513	501	"*"	6.9	7.78	4.25	3.53	7.07e-30	1.12e-27
"chr2"	20539866	20540366	501	"*"	7.59	8.58	1.53	7.05	7.38e-30	1.17e-27
"chr15"	60752596	60753096	501	"*"	6.94	7.83	4.12	3.72	7.46e-30	1.18e-27
"chr17"	35022620	35023120	501	"*"	7.45	8.23	5.57	2.67	8.56e-30	1.35e-27
"chr1"	46084446	46084946	501	"*"	6.81	7.73	3.71	4.02	8.74e-30	1.38e-27
"chr5"	10595774	10596274	501	"*"	6.87	7.76	4.02	3.75	1.04e-29	1.63e-27
"chrX"	43707868	43708368	501	"*"	6.88	7.8	3.76	4.04	1.08e-29	1.69e-27
"chr4"	168716869	168717369	501	"*"	7.3	8.28	1.76	6.52	1.38e-29	2.16e-27
"chr12"	60535304	60535804	501	"*"	7.33	8.32	1.74	6.58	1.42e-29	2.22e-27
"chrX"	68175557	68176057	501	"*"	6.76	7.68	3.42	4.26	1.46e-29	2.27e-27
"chr6"	33746063	33746563	501	"*"	6.78	7.69	3.71	3.98	1.65e-29	2.57e-27
"chr4"	13980145	13980645	501	"*"	7.01	7.88	4.47	3.4	1.72e-29	2.67e-27
"chr1"	67749800	67750300	501	"*"	7.39	8.18	5.53	2.65	1.79e-29	2.78e-27
"chr11"	8809425	8809925	501	"*"	6.89	7.86	2.42	5.43	1.85e-29	2.86e-27
"chr10"	35495343	35495843	501	"*"	7.52	8.5	1.52	6.98	1.87e-29	2.89e-27
"chr16"	22240272	22240772	501	"*"	6.75	7.69	3.34	4.34	2.01e-29	3.1e-27
"chr12"	122004527	122005027	501	"*"	7.17	8.02	4.81	3.22	2.07e-29	3.18e-27
"chr1"	64042581	64043081	501	"*"	8.57	9.2	7.4	1.8	2.14e-29	3.28e-27
"chr2"	222452390	222452890	501	"*"	6.95	7.92	2.3	5.62	2.48e-29	3.8e-27
"chr5"	115426515	115427015	501	"*"	6.81	7.77	2.79	4.98	2.52e-29	3.86e-27
"chr19"	16509075	16509575	501	"*"	6.76	7.68	3.47	4.21	2.65e-29	4.05e-27
"chr22"	38755159	38755659	501	"*"	6.92	7.81	4.25	3.56	2.69e-29	4.1e-27
"chr2"	152395432	152395932	501	"*"	6.74	7.67	3.34	4.33	2.76e-29	4.2e-27
"chr9"	110918528	110919028	501	"*"	7.98	8.71	6.45	2.26	2.79e-29	4.23e-27
"chr11"	19367233	19367733	501	"*"	8.02	8.71	6.65	2.06	2.81e-29	4.25e-27
"chr12"	63955717	63956217	501	"*"	6.9	7.78	4.27	3.51	2.81e-29	4.25e-27
"chr3"	188220933	188221433	501	"*"	7.77	8.77	1.26	7.51	2.89e-29	4.36e-27
"chr2"	158688750	158689250	501	"*"	6.98	7.85	4.51	3.34	2.94e-29	4.43e-27
"chr17"	8151716	8152216	501	"*"	6.78	7.73	2.77	4.96	2.99e-29	4.5e-27
"chr5"	81755205	81755705	501	"*"	6.77	7.69	3.56	4.13	3.09e-29	4.64e-27
"chr5"	59163761	59164261	501	"*"	6.87	7.8	3.48	4.32	3.76e-29	5.64e-27
"chr6"	73704658	73705158	501	"*"	6.87	7.75	4.21	3.54	3.92e-29	5.87e-27
"chr10"	3811236	3811736	501	"*"	7.68	8.44	6	2.44	4.13e-29	6.17e-27
"chr4"	17619729	17620229	501	"*"	6.85	7.74	4.04	3.7	4.55e-29	6.78e-27
"chr15"	38398016	38398516	501	"*"	7.88	8.59	6.44	2.15	4.94e-29	7.35e-27
"chr16"	66045562	66046062	501	"*"	6.82	7.74	3.71	4.03	5.39e-29	8.01e-27
"chr17"	40828544	40829044	501	"*"	7.21	8.02	5.16	2.86	5.53e-29	8.2e-27
"chr15"	76186022	76186522	501	"*"	6.8	7.7	3.78	3.92	5.58e-29	8.26e-27
"chr7"	101941754	101942254	501	"*"	6.74	7.67	3.35	4.32	5.6e-29	8.28e-27
"chr2"	54207687	54208187	501	"*"	7.12	8.1	1.97	6.12	5.87e-29	8.65e-27
"chr2"	45821839	45822339	501	"*"	7.24	8.23	1.8	6.43	5.89e-29	8.68e-27
