"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr8"	123538945	123539445	501	"*"	4.37	5.04	3.1	1.94	0.00129	0.029
"chr14"	88856787	88857287	501	"*"	4.28	2.95	4.95	-2	0.00129	0.0291
"chr2"	169808260	169808760	501	"*"	4.49	5.13	3.29	1.84	0.00131	0.0294
"chr8"	123540957	123541457	501	"*"	6.43	6.84	5.86	0.97	0.00131	0.0294
"chr11"	114163802	114164302	501	"*"	3.47	4.32	1.06	3.26	0.00131	0.0294
"chr11"	59560636	59561136	501	"*"	6.23	6.64	5.66	0.98	0.00131	0.0295
"chr9"	38047635	38048135	501	"*"	4.64	3.55	5.25	-1.71	0.00131	0.0295
"chr3"	195223345	195223845	501	"*"	3.27	4.17	0.37	3.79	0.00132	0.0295
"chr19"	43657547	43658047	501	"*"	3.76	1.98	4.54	-2.56	0.00132	0.0295
"chr6"	146914275	146914775	501	"*"	5.15	4.3	5.68	-1.38	0.00133	0.0297
"chr17"	8146669	8147169	501	"*"	3.75	4.56	1.71	2.85	0.00134	0.0298
"chr1"	172746227	172746727	501	"*"	4.75	5.4	3.54	1.86	0.00134	0.0298
"chr3"	55500417	55500917	501	"*"	3.16	4.09	-0.16	4.24	0.00134	0.0299
"chr3"	72336964	72337464	501	"*"	3.17	4.1	-0.16	4.25	0.00134	0.0299
"chr8"	38854947	38855447	501	"*"	4.61	5.24	3.47	1.77	0.00135	0.03
"chr5"	179826124	179826624	501	"*"	3.05	-0.37	3.98	-4.35	0.00135	0.03
"chr8"	118948122	118948622	501	"*"	3.09	-0.37	4.02	-4.4	0.00136	0.0301
"chr1"	181096272	181096772	501	"*"	4.88	5.48	3.86	1.61	0.00136	0.0301
"chr12"	32637847	32638347	501	"*"	3.16	4.09	-0.16	4.24	0.00136	0.0302
"chr5"	134125085	134125585	501	"*"	4.62	3.51	5.24	-1.72	0.00136	0.0302
"chr12"	76044837	76045337	501	"*"	3.97	4.74	2.19	2.55	0.00137	0.0304
"chr18"	57685063	57685563	501	"*"	3.05	-0.37	3.98	-4.35	0.00137	0.0304
"chr6"	158112248	158112748	501	"*"	3.71	1.67	4.53	-2.86	0.00138	0.0304
"chr13"	30743590	30744090	501	"*"	5.19	5.72	4.35	1.37	0.00138	0.0304
"chr5"	74638212	74638712	501	"*"	4.43	3.23	5.07	-1.85	0.00138	0.0305
"chr3"	138187377	138187877	501	"*"	6.98	7.32	6.54	0.78	0.00139	0.0306
"chr13"	23777945	23778445	501	"*"	3.98	4.72	2.4	2.32	0.00139	0.0307
"chr5"	142621353	142621853	501	"*"	4.57	3.42	5.2	-1.78	0.0014	0.0308
"chr3"	99248731	99249231	501	"*"	4.07	4.8	2.51	2.29	0.0014	0.0309
"chr17"	19867618	19868118	501	"*"	6.6	6.96	6.11	0.85	0.00141	0.031
"chr22"	24592875	24593375	501	"*"	5.9	6.36	5.22	1.14	0.00141	0.031
"chr7"	107920539	107921039	501	"*"	3.73	4.51	1.84	2.67	0.00141	0.031
"chr9"	693555	694055	501	"*"	5.89	6.32	5.26	1.06	0.00142	0.0311
"chr13"	30421866	30422366	501	"*"	6.37	6.77	5.81	0.96	0.00142	0.0311
"chr17"	64649986	64650486	501	"*"	3.97	2.37	4.71	-2.35	0.00142	0.0311
"chr11"	65370698	65371198	501	"*"	3.14	0.27	4.04	-3.77	0.00143	0.0313
"chr1"	27568200	27568700	501	"*"	5.18	5.73	4.28	1.44	0.00143	0.0313
"chr6"	109455718	109456218	501	"*"	6.93	7.27	6.47	0.8	0.00144	0.0314
"chr7"	75994447	75994947	501	"*"	6.55	6.93	6.02	0.91	0.00144	0.0314
"chr15"	89814571	89815071	501	"*"	7.41	7.72	7.02	0.69	0.00144	0.0314
"chr11"	127000431	127000931	501	"*"	4.6	3.47	5.23	-1.76	0.00144	0.0314
"chr20"	62065812	62066312	501	"*"	6.31	6.74	5.69	1.04	0.00145	0.0314
"chr16"	20906512	20907012	501	"*"	4.71	5.33	3.6	1.73	0.00145	0.0315
"chr1"	20485667	20486167	501	"*"	7.52	7.83	7.14	0.69	0.00145	0.0315
"chr15"	70856768	70857268	501	"*"	4.56	3.45	5.18	-1.74	0.00146	0.0316
"chr2"	74567817	74568317	501	"*"	3.87	2.13	4.64	-2.51	0.00147	0.0318
"chr16"	55508859	55509359	501	"*"	6.27	5.71	6.68	-0.97	0.00147	0.0318
"chr4"	137649992	137650492	501	"*"	4.9	5.51	3.84	1.66	0.00147	0.0318
"chr19"	43186120	43186620	501	"*"	4.76	3.75	5.34	-1.59	0.00147	0.0318
"chr5"	95757050	95757550	501	"*"	3.8	4.57	2	2.58	0.00148	0.032
"chr19"	44645444	44645944	501	"*"	3.91	2.08	4.7	-2.62	0.00148	0.032
"chr15"	91853273	91853773	501	"*"	6.34	6.72	5.81	0.92	0.00148	0.032
"chr11"	93816141	93816641	501	"*"	3.12	0.16	4.02	-3.86	0.00148	0.032
"chr19"	2036900	2037400	501	"*"	4.1	4.81	2.63	2.18	0.00149	0.032
"chr5"	132479593	132480093	501	"*"	3.5	1.32	4.33	-3.02	0.00149	0.032
"chr6"	127366140	127366640	501	"*"	3.79	2.01	4.56	-2.55	0.00149	0.032
"chr13"	101452450	101452950	501	"*"	6.5	6.86	6.01	0.85	0.00149	0.032
"chr1"	234478203	234478703	501	"*"	6	6.46	5.33	1.13	0.00149	0.032
"chr20"	47358308	47358808	501	"*"	5.69	6.15	4.99	1.16	0.0015	0.0321
"chr19"	45478231	45478731	501	"*"	5.76	5.12	6.2	-1.08	0.0015	0.0322
"chr13"	83295631	83296131	501	"*"	3.44	4.3	1.06	3.23	0.00151	0.0324
"chr12"	32457214	32457714	501	"*"	4.15	4.86	2.7	2.16	0.00151	0.0324
"chr9"	94030622	94031122	501	"*"	7.5	7.79	7.15	0.63	0.00153	0.0327
"chr2"	44170182	44170682	501	"*"	4.43	5.09	3.16	1.93	0.00153	0.0327
"chr2"	120935109	120935609	501	"*"	4.13	2.67	4.84	-2.17	0.00153	0.0327
"chr19"	15293978	15294478	501	"*"	4.13	4.87	2.53	2.33	0.00154	0.0328
"chr6"	158811352	158811852	501	"*"	3.44	4.3	1.06	3.23	0.00154	0.0328
"chr4"	7842495	7842995	501	"*"	5.87	5.22	6.32	-1.1	0.00154	0.0328
"chr12"	32537207	32537707	501	"*"	3.14	4.07	-0.16	4.22	0.00155	0.0329
"chr10"	60943918	60944418	501	"*"	7.31	7.62	6.91	0.71	0.00155	0.033
"chr6"	36858576	36859076	501	"*"	4.38	3.13	5.04	-1.91	0.00156	0.0332
"chr1"	116400480	116400980	501	"*"	3.64	4.46	1.53	2.93	0.00156	0.0332
"chr15"	75738597	75739097	501	"*"	3.82	4.58	2.07	2.52	0.00157	0.0332
"chr21"	26845129	26845629	501	"*"	8.3	8.55	8.01	0.54	0.00157	0.0332
"chr18"	57668947	57669447	501	"*"	3.38	1.04	4.23	-3.18	0.00157	0.0333
"chr19"	45467770	45468270	501	"*"	6.41	5.89	6.78	-0.89	0.00157	0.0333
"chr9"	127815025	127815525	501	"*"	3.71	1.89	4.49	-2.61	0.00158	0.0333
"chr5"	73796730	73797230	501	"*"	4.11	2.71	4.81	-2.1	0.00159	0.0336
"chr2"	128261458	128261958	501	"*"	3.22	4.12	0.37	3.74	0.00159	0.0337
"chr1"	173473701	173474201	501	"*"	3.63	4.43	1.67	2.76	0.0016	0.0337
"chr13"	37460182	37460682	501	"*"	4.01	4.74	2.46	2.28	0.0016	0.0337
"chr3"	29186929	29187429	501	"*"	3.66	1.78	4.45	-2.67	0.0016	0.0337
"chr6"	11772226	11772726	501	"*"	4.03	2.5	4.76	-2.25	0.00162	0.034
"chr5"	87127804	87128304	501	"*"	4.28	2.88	4.98	-2.1	0.00162	0.034
"chr6"	130906706	130907206	501	"*"	4.34	5.01	3.07	1.94	0.00163	0.0343
"chr8"	8550006	8550506	501	"*"	4.87	3.93	5.44	-1.51	0.00163	0.0343
"chr6"	35655448	35655948	501	"*"	3.36	4.22	0.92	3.3	0.00163	0.0343
"chr8"	58879382	58879882	501	"*"	3.63	4.45	1.53	2.92	0.00163	0.0343
"chr3"	81608022	81608522	501	"*"	3.98	4.71	2.43	2.28	0.00164	0.0343
"chr5"	167945634	167946134	501	"*"	3.01	-0.37	3.94	-4.31	0.00164	0.0344
"chr5"	98307910	98308410	501	"*"	5.08	4.14	5.65	-1.51	0.00165	0.0344
"chr4"	121789674	121790174	501	"*"	4.37	3.09	5.04	-1.95	0.00165	0.0344
"chr1"	51616940	51617440	501	"*"	5.87	6.3	5.25	1.05	0.00165	0.0345
"chr1"	182604122	182604622	501	"*"	4	2.5	4.72	-2.21	0.00165	0.0345
"chr12"	78193038	78193538	501	"*"	4.08	4.81	2.56	2.25	0.00168	0.0349
"chr7"	130921189	130921689	501	"*"	4.96	4.07	5.51	-1.45	0.00168	0.0349
"chr14"	96225516	96226016	501	"*"	3	-0.37	3.93	-4.3	0.00168	0.035
"chr19"	18639732	18640232	501	"*"	3.11	4.04	-0.16	4.19	0.00168	0.035
"chr7"	108149090	108149590	501	"*"	3.11	4.04	-0.16	4.19	0.00168	0.035
"chr2"	126656492	126656992	501	"*"	5.34	5.84	4.57	1.27	0.0017	0.0353
"chr16"	67000685	67001185	501	"*"	4.59	5.21	3.49	1.71	0.0017	0.0353
"chr11"	65918256	65918756	501	"*"	6.38	5.86	6.75	-0.89	0.0017	0.0353
"chr16"	3028342	3028842	501	"*"	4.28	2.97	4.95	-1.99	0.00171	0.0354
"chr9"	137200447	137200947	501	"*"	7.03	7.35	6.61	0.74	0.00173	0.0358
"chr12"	65887117	65887617	501	"*"	3.22	4.11	0.48	3.63	0.00173	0.0359
"chr5"	94433244	94433744	501	"*"	3.65	4.47	1.53	2.94	0.00174	0.0359
"chr15"	72216663	72217163	501	"*"	3.71	1.89	4.49	-2.61	0.00174	0.0359
"chr12"	71648097	71648597	501	"*"	3.72	1.88	4.5	-2.62	0.00174	0.0359
"chr18"	77191094	77191594	501	"*"	3.11	4.03	-0.16	4.18	0.00174	0.0359
"chr15"	74428371	74428871	501	"*"	3.69	1.74	4.49	-2.75	0.00174	0.0359
"chr21"	34869965	34870465	501	"*"	4.34	3.06	5.01	-1.95	0.00176	0.0361
"chr9"	2016962	2017462	501	"*"	5.91	6.34	5.32	1.02	0.00176	0.0362
"chr5"	169976984	169977484	501	"*"	4.63	3.44	5.27	-1.83	0.00176	0.0362
"chr19"	10817358	10817858	501	"*"	7.14	6.74	7.46	-0.72	0.00176	0.0362
"chr7"	76302456	76302956	501	"*"	9.12	9.34	8.85	0.5	0.00177	0.0362
"chr22"	17158763	17159263	501	"*"	7.01	7.33	6.61	0.72	0.00177	0.0363
"chr5"	73444799	73445299	501	"*"	4.35	3.12	5	-1.88	0.00178	0.0364
"chr15"	48592259	48592759	501	"*"	5.36	5.88	4.54	1.34	0.00178	0.0365
"chr19"	3336801	3337301	501	"*"	5.37	5.88	4.56	1.32	0.00178	0.0365
"chr5"	53167834	53168334	501	"*"	3.91	4.65	2.32	2.33	0.00178	0.0365
"chr4"	101367233	101367733	501	"*"	3.96	2.44	4.69	-2.25	0.00179	0.0365
"chr8"	38660084	38660584	501	"*"	4.77	5.37	3.74	1.63	0.00179	0.0365
"chr7"	6385333	6385833	501	"*"	3.86	2.24	4.6	-2.36	0.00179	0.0365
"chr13"	40924004	40924504	501	"*"	3.42	4.27	1.06	3.21	0.0018	0.0366
"chr1"	155194226	155194726	501	"*"	6.97	7.29	6.57	0.72	0.0018	0.0367
"chr1"	85441160	85441660	501	"*"	3.47	1.32	4.3	-2.99	0.0018	0.0367
"chr3"	37075726	37076226	501	"*"	3.71	4.52	1.71	2.8	0.00181	0.0369
"chr1"	150619980	150620480	501	"*"	5.45	5.94	4.72	1.21	0.00182	0.037
"chr19"	51367676	51368176	501	"*"	7.08	7.4	6.67	0.72	0.00182	0.037
"chr20"	33443384	33443884	501	"*"	5.93	6.37	5.3	1.07	0.00182	0.037
"chr3"	158672376	158672876	501	"*"	5.05	4.19	5.58	-1.39	0.00182	0.037
"chr1"	240258862	240259362	501	"*"	5.96	5.37	6.37	-0.99	0.00183	0.037
"chr3"	105944744	105945244	501	"*"	3.49	1.37	4.31	-2.94	0.00183	0.0371
"chr6"	158814382	158814882	501	"*"	3.34	4.2	0.92	3.28	0.00183	0.0371
"chr20"	4225820	4226320	501	"*"	4.26	2.93	4.94	-2	0.00185	0.0373
"chr9"	76863428	76863928	501	"*"	3.59	4.4	1.58	2.82	0.00185	0.0373
"chr4"	120049550	120050050	501	"*"	4.09	2.71	4.79	-2.08	0.00185	0.0373
"chr4"	122902729	122903229	501	"*"	3.88	2.27	4.62	-2.35	0.00185	0.0373
"chr1"	81584406	81584906	501	"*"	3.53	4.36	1.31	3.05	0.00185	0.0373
"chr19"	45792481	45792981	501	"*"	6.58	6.95	6.08	0.87	0.00185	0.0373
"chr10"	58637324	58637824	501	"*"	3.42	4.26	1.2	3.06	0.00186	0.0373
"chr19"	43205143	43205643	501	"*"	4.48	3.33	5.11	-1.78	0.00187	0.0375
"chr3"	73516632	73517132	501	"*"	4.97	5.52	4.07	1.44	0.00187	0.0376
"chr3"	52533053	52533553	501	"*"	4.94	5.5	4	1.5	0.00187	0.0376
"chr11"	29317843	29318343	501	"*"	4.59	3.48	5.21	-1.73	0.00188	0.0376
"chr6"	137804589	137805089	501	"*"	3.09	4.01	-0.16	4.17	0.00188	0.0376
"chr4"	77002215	77002715	501	"*"	4.24	4.93	2.88	2.04	0.00188	0.0376
"chr9"	99046628	99047128	501	"*"	3.7	4.5	1.71	2.79	0.00188	0.0376
"chr7"	84638036	84638536	501	"*"	3.87	2.27	4.62	-2.35	0.00189	0.0377
"chr10"	75235572	75236072	501	"*"	4.03	4.74	2.56	2.18	0.0019	0.0378
"chr3"	99544902	99545402	501	"*"	3.09	4.01	-0.16	4.17	0.0019	0.0378
"chr2"	237178417	237178917	501	"*"	5.34	4.59	5.83	-1.24	0.0019	0.0379
"chr3"	48694734	48695234	501	"*"	5.48	5.96	4.74	1.22	0.00191	0.0381
"chr20"	51631314	51631814	501	"*"	4.67	5.31	3.49	1.82	0.00191	0.0381
"chr1"	147292754	147293254	501	"*"	4.17	2.78	4.86	-2.08	0.00192	0.0382
"chr20"	38143454	38143954	501	"*"	3.93	4.7	2.19	2.5	0.00192	0.0382
"chr7"	107982877	107983377	501	"*"	3.76	4.54	1.92	2.62	0.00192	0.0382
"chr9"	21506735	21507235	501	"*"	4.78	3.81	5.35	-1.54	0.00192	0.0382
"chr15"	33114211	33114711	501	"*"	4.54	3.42	5.17	-1.74	0.00192	0.0382
"chr15"	51318604	51319104	501	"*"	3.8	4.56	2.07	2.49	0.00192	0.0382
"chr22"	35394550	35395050	501	"*"	4.35	3.06	5.02	-1.96	0.00193	0.0382
"chr17"	14300883	14301383	501	"*"	6.9	7.22	6.48	0.74	0.00195	0.0385
"chr18"	45521524	45522024	501	"*"	4.18	4.86	2.84	2.02	0.00195	0.0385
"chr1"	240245084	240245584	501	"*"	4.77	3.8	5.34	-1.54	0.00195	0.0385
"chr2"	152334956	152335456	501	"*"	6.93	7.25	6.52	0.73	0.00195	0.0385
"chr14"	30227432	30227932	501	"*"	3.95	4.69	2.34	2.35	0.00195	0.0385
"chr18"	11948876	11949376	501	"*"	5.29	5.82	4.45	1.37	0.00195	0.0385
"chr7"	27113393	27113893	501	"*"	4.4	3.21	5.05	-1.83	0.00196	0.0387
"chr2"	216642768	216643268	501	"*"	3.88	4.62	2.29	2.34	0.00197	0.0387
"chr14"	22966440	22966940	501	"*"	5.31	4.52	5.81	-1.29	0.00197	0.0388
"chr16"	55499934	55500434	501	"*"	5.17	4.33	5.69	-1.37	0.00198	0.0388
"chr7"	20330495	20330995	501	"*"	5.95	6.39	5.33	1.06	0.00198	0.0388
"chr15"	96273742	96274242	501	"*"	4.1	2.63	4.82	-2.19	0.00199	0.039
"chr17"	42472927	42473427	501	"*"	3.45	1.32	4.28	-2.97	0.00199	0.0391
"chr2"	203583723	203584223	501	"*"	3.45	1.32	4.28	-2.97	0.00199	0.0391
"chr9"	74760208	74760708	501	"*"	4.6	5.22	3.49	1.72	0.002	0.0392
"chr11"	12184253	12184753	501	"*"	4.25	2.97	4.91	-1.95	0.00201	0.0393
"chr1"	155051085	155051585	501	"*"	7.01	7.32	6.62	0.7	0.00201	0.0393
"chr6"	39934173	39934673	501	"*"	6.3	6.68	5.77	0.91	0.00202	0.0395
"chr11"	75351245	75351745	501	"*"	4.41	5.06	3.18	1.88	0.00203	0.0396
"chr17"	8630427	8630927	501	"*"	6.88	6.43	7.23	-0.79	0.00203	0.0396
"chr15"	89051881	89052381	501	"*"	4.08	2.71	4.77	-2.06	0.00204	0.0398
"chr17"	49646447	49646947	501	"*"	4.97	5.53	4.03	1.5	0.00205	0.0399
"chr1"	32500464	32500964	501	"*"	6.07	6.52	5.41	1.11	0.00206	0.04
"chr11"	44569022	44569522	501	"*"	4.62	3.58	5.22	-1.64	0.00206	0.04
"chr1"	19659630	19660130	501	"*"	5.82	6.26	5.17	1.08	0.00206	0.0401
"chr10"	74029986	74030486	501	"*"	4.57	5.2	3.44	1.76	0.00206	0.0401
"chr2"	223971669	223972169	501	"*"	4.69	3.68	5.28	-1.6	0.00206	0.0401
"chr7"	107995612	107996112	501	"*"	5.3	5.83	4.47	1.36	0.00208	0.0403
"chr8"	47627671	47628171	501	"*"	5.44	5.93	4.7	1.23	0.00208	0.0404
"chr18"	9855077	9855577	501	"*"	3.92	4.69	2.16	2.53	0.00209	0.0404
"chr10"	74075375	74075875	501	"*"	4.18	4.88	2.76	2.12	0.00211	0.0407
"chr10"	103758162	103758662	501	"*"	3.4	1.27	4.22	-2.95	0.00211	0.0407
"chr16"	29269301	29269801	501	"*"	2.96	-0.37	3.88	-4.25	0.00211	0.0407
"chr17"	80035818	80036318	501	"*"	6.51	6.88	6	0.88	0.00211	0.0407
"chr1"	240237257	240237757	501	"*"	4.48	3.34	5.1	-1.76	0.00213	0.0411
"chr17"	64628148	64628648	501	"*"	3.93	2.34	4.67	-2.33	0.00213	0.0411
"chr1"	116410016	116410516	501	"*"	3.57	4.38	1.53	2.84	0.00213	0.0411
"chr8"	24139678	24140178	501	"*"	3.93	4.7	2.16	2.54	0.00214	0.0412
"chr12"	93406881	93407381	501	"*"	4.01	4.73	2.51	2.22	0.00216	0.0416
"chr1"	94040122	94040622	501	"*"	3.68	4.46	1.88	2.57	0.00217	0.0417
"chr1"	192496363	192496863	501	"*"	4.98	5.53	4.09	1.44	0.00217	0.0417
"chr14"	73785887	73786387	501	"*"	5.58	6.04	4.89	1.15	0.00218	0.0419
"chr18"	70333690	70334190	501	"*"	4.74	3.77	5.32	-1.55	0.00218	0.0419
"chr12"	124353252	124353752	501	"*"	3.7	1.98	4.46	-2.48	0.00219	0.042
"chr3"	39192309	39192809	501	"*"	3.95	4.67	2.43	2.24	0.00219	0.042
"chr5"	132103589	132104089	501	"*"	3.85	2.1	4.61	-2.51	0.0022	0.0422
"chr2"	144539241	144539741	501	"*"	3.99	4.73	2.4	2.33	0.0022	0.0422
"chr14"	72893957	72894457	501	"*"	4.96	4.04	5.52	-1.48	0.00221	0.0422
"chr6"	75196155	75196655	501	"*"	5.15	4.35	5.67	-1.32	0.00221	0.0423
"chr4"	138707650	138708150	501	"*"	4.27	2.95	4.95	-1.99	0.00222	0.0424
"chr5"	148826393	148826893	501	"*"	6.85	7.19	6.41	0.78	0.00223	0.0425
"chr11"	12079906	12080406	501	"*"	6.59	6.14	6.94	-0.8	0.00223	0.0425
"chr13"	80469754	80470254	501	"*"	3.68	4.46	1.88	2.57	0.00223	0.0425
"chr9"	15306904	15307404	501	"*"	6.81	7.18	6.32	0.86	0.00223	0.0425
"chr10"	73909040	73909540	501	"*"	4.45	3.32	5.08	-1.76	0.00223	0.0425
"chr19"	40716851	40717351	501	"*"	7.11	7.42	6.72	0.7	0.00223	0.0425
"chr14"	88995586	88996086	501	"*"	5.35	4.62	5.83	-1.21	0.00224	0.0425
"chr11"	1741521	1742021	501	"*"	3.27	4.14	0.76	3.38	0.00224	0.0425
"chr6"	11711578	11712078	501	"*"	4.77	3.81	5.34	-1.53	0.00224	0.0425
"chr10"	22714522	22715022	501	"*"	5.54	6.04	4.76	1.28	0.00224	0.0425
"chr12"	24499759	24500259	501	"*"	5.15	5.67	4.32	1.36	0.00225	0.0426
"chr16"	86300793	86301293	501	"*"	3.58	4.4	1.53	2.87	0.00225	0.0426
"chr20"	290111	290611	501	"*"	4.1	2.61	4.82	-2.21	0.00226	0.0428
"chr16"	84829201	84829701	501	"*"	4.23	4.92	2.84	2.08	0.00227	0.0429
"chr10"	30776137	30776637	501	"*"	5.17	5.71	4.3	1.41	0.00228	0.043
"chr13"	98129225	98129725	501	"*"	3.05	3.97	-0.16	4.12	0.00228	0.043
"chr19"	43078021	43078521	501	"*"	2.96	-0.37	3.89	-4.26	0.00228	0.043
"chr14"	35404484	35404984	501	"*"	8.83	9.04	8.57	0.47	0.00228	0.043
"chr14"	53538313	53538813	501	"*"	4.56	5.21	3.31	1.9	0.00229	0.043
"chr2"	237236110	237236610	501	"*"	3.31	4.16	0.92	3.24	0.00229	0.043
"chr5"	98773387	98773887	501	"*"	7.27	6.89	7.57	-0.68	0.00229	0.0431
"chr1"	66564236	66564736	501	"*"	4.44	3.27	5.07	-1.81	0.00229	0.0431
"chr5"	14229363	14229863	501	"*"	4.15	2.82	4.83	-2.02	0.0023	0.0432
"chr3"	45167465	45167965	501	"*"	4.63	3.61	5.23	-1.62	0.00231	0.0434
"chr7"	42915441	42915941	501	"*"	3.86	4.6	2.26	2.35	0.00233	0.0436
"chr18"	26480746	26481246	501	"*"	3.74	2.04	4.5	-2.46	0.00234	0.0438
"chr15"	70755411	70755911	501	"*"	2.93	-0.37	3.85	-4.22	0.00234	0.0439
"chr5"	139689979	139690479	501	"*"	3.96	2.46	4.68	-2.22	0.00234	0.0439
"chr4"	16898332	16898832	501	"*"	3.87	2.32	4.6	-2.28	0.00235	0.0439
"chr9"	134713406	134713906	501	"*"	3.58	1.71	4.37	-2.67	0.00235	0.0439
"chr9"	110173952	110174452	501	"*"	4.2	4.89	2.86	2.02	0.00235	0.0439
"chr6"	85464227	85464727	501	"*"	5.75	5.13	6.18	-1.04	0.00235	0.0439
"chr19"	17107871	17108371	501	"*"	5.02	4.15	5.56	-1.41	0.00237	0.0442
"chr14"	52003409	52003909	501	"*"	4.08	4.81	2.53	2.28	0.00239	0.0445
"chr15"	80874383	80874883	501	"*"	3.67	1.92	4.44	-2.52	0.00239	0.0446
"chr2"	110101293	110101793	501	"*"	5.14	4.3	5.67	-1.37	0.0024	0.0447
"chr1"	171172338	171172838	501	"*"	4.94	5.49	4.05	1.44	0.0024	0.0447
"chr14"	74616561	74617061	501	"*"	6.23	5.72	6.6	-0.88	0.00241	0.0447
"chr2"	27799310	27799810	501	"*"	5.94	5.37	6.35	-0.98	0.00241	0.0447
"chr3"	106728429	106728929	501	"*"	5.41	4.69	5.89	-1.2	0.00241	0.0447
"chr14"	67221596	67222096	501	"*"	3.38	4.21	1.2	3.02	0.00241	0.0447
"chr3"	90010210	90010710	501	"*"	3.8	4.55	2.17	2.38	0.00241	0.0447
"chr3"	194479730	194480230	501	"*"	3.79	2.16	4.53	-2.37	0.00242	0.0448
"chr2"	48344048	48344548	501	"*"	5.4	5.89	4.65	1.23	0.00242	0.0448
"chr2"	216535342	216535842	501	"*"	5.74	6.18	5.11	1.07	0.00243	0.0448
"chr7"	41685710	41686210	501	"*"	4.54	3.46	5.15	-1.7	0.00243	0.0448
"chr3"	101859629	101860129	501	"*"	3.72	2.01	4.48	-2.47	0.00243	0.0448
"chr15"	39466423	39466923	501	"*"	4.74	3.79	5.31	-1.52	0.00243	0.0448
"chr17"	76372243	76372743	501	"*"	5.05	4.21	5.58	-1.37	0.00244	0.0449
"chr9"	121336082	121336582	501	"*"	4.58	5.19	3.52	1.67	0.00244	0.0449
"chr9"	20297553	20298053	501	"*"	5.33	5.83	4.55	1.28	0.00244	0.045
"chr9"	94056510	94057010	501	"*"	4.2	4.88	2.88	2	0.00245	0.045
"chr11"	66744385	66744885	501	"*"	6.59	6.94	6.14	0.8	0.00245	0.045
"chr1"	58848831	58849331	501	"*"	4.96	4.09	5.5	-1.41	0.00245	0.045
"chr1"	108831088	108831588	501	"*"	4.25	4.91	3	1.92	0.00246	0.0452
"chr9"	19124186	19124686	501	"*"	3.55	4.36	1.53	2.82	0.00246	0.0452
"chr4"	119243569	119244069	501	"*"	3.48	4.3	1.43	2.87	0.00247	0.0452
"chr20"	41125844	41126344	501	"*"	3.76	4.55	1.88	2.67	0.00247	0.0452
"chr1"	72398071	72398571	501	"*"	4.43	5.06	3.28	1.79	0.00247	0.0452
"chr5"	139711086	139711586	501	"*"	4.34	3.12	4.99	-1.87	0.00247	0.0453
"chr14"	96210934	96211434	501	"*"	3.18	0.71	4.04	-3.33	0.00247	0.0453
"chr4"	26568497	26568997	501	"*"	5.06	4.24	5.59	-1.35	0.00248	0.0454
"chr15"	51203748	51204248	501	"*"	3.88	4.65	2.14	2.51	0.00249	0.0454
"chr3"	123688343	123688843	501	"*"	5.26	4.5	5.76	-1.25	0.00249	0.0454
"chr5"	54861380	54861880	501	"*"	4.97	5.51	4.1	1.41	0.00249	0.0454
"chr2"	69741853	69742353	501	"*"	7.61	7.88	7.27	0.62	0.00249	0.0454
"chr11"	69002404	69002904	501	"*"	5.04	4.09	5.6	-1.52	0.0025	0.0455
"chr20"	2873313	2873813	501	"*"	7.89	8.15	7.57	0.58	0.0025	0.0455
"chr2"	19818266	19818766	501	"*"	3.83	4.6	2.03	2.58	0.00251	0.0456
"chr5"	76690426	76690926	501	"*"	3.99	4.71	2.51	2.2	0.00251	0.0456
"chr3"	150414848	150415348	501	"*"	4.59	3.56	5.19	-1.63	0.00251	0.0456
"chr14"	61150976	61151476	501	"*"	4.8	5.36	3.86	1.5	0.00252	0.0457
"chr21"	34798254	34798754	501	"*"	4.06	2.5	4.79	-2.29	0.00252	0.0457
"chr22"	45552660	45553160	501	"*"	4.89	5.46	3.91	1.55	0.00253	0.0459
"chr7"	99362770	99363270	501	"*"	4.15	2.85	4.82	-1.97	0.00253	0.0459
"chr1"	206892509	206893009	501	"*"	5.34	5.83	4.6	1.23	0.00254	0.0459
"chr2"	73071001	73071501	501	"*"	7.26	7.55	6.89	0.65	0.00254	0.0459
"chr17"	78390230	78390730	501	"*"	3.8	2.21	4.54	-2.33	0.00255	0.0461
"chr18"	79791416	79791916	501	"*"	3.9	4.66	2.16	2.5	0.00256	0.0462
"chr1"	36374584	36375084	501	"*"	4.22	2.87	4.91	-2.04	0.00256	0.0462
"chr1"	110150379	110150879	501	"*"	3.86	2.24	4.6	-2.36	0.00256	0.0463
"chr1"	150611441	150611941	501	"*"	5.55	6.01	4.88	1.13	0.00257	0.0463
"chr20"	25289721	25290221	501	"*"	3.65	4.45	1.71	2.74	0.00257	0.0463
"chr5"	31023091	31023591	501	"*"	5.32	4.57	5.81	-1.24	0.00258	0.0464
"chr11"	122134187	122134687	501	"*"	3.74	1.98	4.51	-2.52	0.00259	0.0465
"chr12"	115155604	115156104	501	"*"	5	4.12	5.54	-1.42	0.00259	0.0466
"chr13"	109786611	109787111	501	"*"	6.53	6.88	6.07	0.81	0.00259	0.0466
"chr5"	169602571	169603071	501	"*"	4.12	2.76	4.8	-2.04	0.0026	0.0467
"chr9"	121902470	121902970	501	"*"	3.57	1.71	4.36	-2.65	0.0026	0.0467
"chr7"	128409613	128410113	501	"*"	7.57	7.86	7.22	0.63	0.00261	0.0467
