"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr3"	156790130	156790629	500	"*"	501	"*"	4.66	5.64	-0.16	5.79	2.25e-07	6.12e-05	"Intron (uc003fax.3/730091, intron 1 of 2)"	3	156747346	156817034	69689	2	"730091"	"uc003fax.3"	26405	"ENSG00000240875"	"LINC00886"	"long intergenic non-protein coding RNA 886"
"chr1"	207866764	207867263	500	"*"	501	"*"	4.45	5.4	0.76	4.64	2.32e-07	6.25e-05	"Promoter (1-2kb)"	1	207801518	207869150	67633	2	"100128537"	"uc021pik.4"	1887	NA	"MIR29B2CHG"	"MIR29B2 and MIR29C host gene"
"chr22"	17570861	17571360	500	"*"	501	"*"	4.64	5.61	-0.16	5.76	2.37e-07	6.32e-05	"Intron (uc002zmp.2/83733, intron 2 of 10)"	22	17563439	17590994	27556	1	"83733"	"uc002zmp.2"	7422	"ENSG00000182902"	"SLC25A18"	"solute carrier family 25 member 18"
"chr1"	151992612	151993111	500	"*"	501	"*"	7.17	7.66	6.41	1.25	2.4e-07	6.33e-05	"Promoter (1-2kb)"	1	151982915	151994390	11476	2	"6281"	"uc001ezl.4"	1279	"ENSG00000197747"	"S100A10"	"S100 calcium binding protein A10"
"chr7"	108002867	108003366	500	"*"	501	"*"	6.95	7.48	6.11	1.38	2.55e-07	6.66e-05	"Promoter (<=1kb)"	7	107923818	108003255	79438	2	"3912"	"uc003vew.3"	0	"ENSG00000091136"	"LAMB1"	"laminin subunit beta 1"
"chr1"	171142082	171142581	500	"*"	501	"*"	4.53	5.42	1.72	3.7	2.7e-07	6.98e-05	"Distal Intergenic"	1	171101728	171101806	79	2	"100302178"	"uc021pes.1"	-40276	"ENSG00000221390"	"MIR1295A"	"microRNA 1295a"
"chr11"	122038524	122039023	500	"*"	501	"*"	4.49	1.67	5.39	-3.72	2.78e-07	7.13e-05	"Intron (uc058ini.1/uc058ini.1, intron 1 of 1)"	11	122099757	122099844	88	2	"406911"	"uc010rzr.1"	60821	"ENSG00000207971"	"MIR125B1"	"microRNA 125b-1"
"chr12"	103840942	103841441	500	"*"	501	"*"	7.22	7.68	6.55	1.13	2.81e-07	7.13e-05	"Promoter (<=1kb)"	12	103772310	103841197	68888	2	"51559"	"uc010swe.2"	0	"ENSG00000111696"	"NT5DC3"	"5'-nucleotidase domain containing 3"
"chr19"	18007769	18008268	500	"*"	501	"*"	6.06	6.68	4.93	1.75	2.95e-07	7.43e-05	"Promoter (<=1kb)"	19	18008168	18010030	1863	1	"27106"	"uc060vnx.1"	0	"ENSG00000105643"	"ARRDC2"	"arrestin domain containing 2"
"chr9"	112012480	112012979	500	"*"	501	"*"	4.42	5.35	0.92	4.43	3.04e-07	7.56e-05	"Distal Intergenic"	9	112041083	112058471	17389	2	"64420"	"uc064vbt.1"	45492	"ENSG00000106868"	"SUSD1"	"sushi domain containing 1"
"chr6"	158707324	158707823	500	"*"	501	"*"	4.65	5.51	2.26	3.25	3.44e-07	8.5e-05	"Intron (uc003qrp.3/94120, intron 8 of 18)"	6	158650014	158764876	114863	1	"94120"	"uc003qrp.3"	57310	"ENSG00000164674"	"SYTL3"	"synaptotagmin like 3"
"chr6"	140857724	140858223	500	"*"	501	"*"	5.17	5.92	3.47	2.45	3.53e-07	8.62e-05	"Distal Intergenic"	6	140683814	140683883	70	1	"100616180"	"uc021zge.1"	173910	"ENSG00000264390"	"MIR4465"	"microRNA 4465"
"chr1"	94743855	94744354	500	"*"	501	"*"	4.56	5.54	-0.16	5.69	3.86e-07	9.35e-05	"Promoter (1-2kb)"	1	94745860	94745900	41	2	"100616321"	"uc031uhq.1"	1546	"ENSG00000263526"	"MIR378G"	"microRNA 378g"
"chr6"	34236514	34237013	500	"*"	501	"*"	7.53	6.92	7.96	-1.04	3.99e-07	9.59e-05	"Promoter (<=1kb)"	6	34236873	34246230	9358	1	"3159"	"uc003oiz.4"	0	"ENSG00000137309"	"HMGA1"	"high mobility group AT-hook 1"
"chr11"	114162730	114163229	500	"*"	501	"*"	4.68	5.54	2.26	3.27	4.21e-07	1e-04	"Intron (uc001pop.4/7704, intron 3 of 6)"	11	114059593	114250676	191084	1	"7704"	"uc001pop.4"	103137	"ENSG00000109906"	"ZBTB16"	"zinc finger and BTB domain containing 16"
"chr1"	112360362	112360861	500	"*"	501	"*"	4.46	5.36	1.53	3.82	4.68e-07	0.00011	"Exon (uc057jkb.1/uc057jkb.1, exon 1 of 2)"	1	112396181	112461164	64984	1	"55917"	"uc001ebx.4"	-35320	"ENSG00000143079"	"CTTNBP2NL"	"CTTNBP2 N-terminal like"
"chr15"	81182697	81183196	500	"*"	501	"*"	5.63	6.31	4.31	2	4.83e-07	0.000113	"Promoter (<=1kb)"	15	81182860	81309098	126239	1	"3603"	"uc059mlc.1"	0	"ENSG00000172349"	"IL16"	"interleukin 16"
"chr9"	88852810	88853309	500	"*"	501	"*"	4.37	5.3	0.92	4.37	5.11e-07	0.000118	"Distal Intergenic"	9	88745836	88745905	70	2	"100423015"	"uc022bjl.1"	-106905	"ENSG00000265873"	"MIR4289"	"microRNA 4289"
"chr5"	149271780	149272279	500	"*"	501	"*"	5.98	6.59	4.9	1.69	5.5e-07	0.000126	"Promoter (<=1kb)"	5	149271871	149312375	40505	1	"134265"	"uc063ink.1"	0	"ENSG00000157510"	"AFAP1L1"	"actin filament associated protein 1 like 1"
"chr14"	25049774	25050273	500	"*"	501	"*"	5.76	6.41	4.56	1.85	5.87e-07	0.000134	"Promoter (<=1kb)"	14	24809656	25050064	240409	2	"29091"	"uc001wpv.5"	0	"ENSG00000168952"	"STXBP6"	"syntaxin binding protein 6"
"chr20"	12166079	12166578	500	"*"	501	"*"	4.92	5.7	3.07	2.63	6.08e-07	0.000137	"Distal Intergenic"	20	11921566	11923130	1565	1	"22903"	"uc061vkx.1"	244513	"ENSG00000132640"	"BTBD3"	"BTB domain containing 3"
"chr22"	45526695	45527194	500	"*"	501	"*"	4.37	5.3	0.92	4.38	6.26e-07	0.000139	"Intron (uc062fcw.1/2192, intron 3 of 4)"	22	45502238	45531324	29087	1	"2192"	"uc062fcw.1"	24457	"ENSG00000077942"	"FBLN1"	"fibulin 1"
"chr4"	27248627	27249126	500	"*"	501	"*"	4.49	1.82	5.38	-3.56	6.27e-07	0.000139	"Intron (uc062vuh.1/101929199, intron 3 of 5)"	4	27217479	27282225	64747	1	"101929199"	"uc062vuh.1"	31148	"ENSG00000249699"	"LINC02261"	"long intergenic non-protein coding RNA 2261"
"chr3"	45123331	45123830	500	"*"	501	"*"	4.85	2.98	5.64	-2.66	6.38e-07	0.00014	"Intron (uc003com.5/64866, intron 1 of 8)"	3	45082278	45146422	64145	2	"64866"	"uc003com.5"	22592	"ENSG00000163814"	"CDCP1"	"CUB domain containing protein 1"
"chrX"	38220578	38221077	500	"*"	501	"*"	5.52	6.19	4.21	1.98	6.51e-07	0.000142	"Promoter (<=1kb)"	23	38149336	38220924	71589	2	"8406"	"uc004ddz.3"	0	"ENSG00000101955"	"SRPX"	"sushi repeat containing protein, X-linked"
"chr1"	145892082	145892581	500	"*"	501	"*"	5.63	6.29	4.37	1.92	6.7e-07	0.000144	"3' UTR"	1	145891208	145910189	18982	2	"8515"	"uc001eoa.4"	17608	"ENSG00000143127"	"ITGA10"	"integrin subunit alpha 10"
"chr6"	132020032	132020531	500	"*"	501	"*"	4.48	5.45	-0.16	5.61	6.72e-07	0.000144	"Intron (uc063rkk.1/uc063rkk.1, intron 1 of 1)"	6	131948176	131951373	3198	2	"1490"	"uc003qcz.4"	-68659	"ENSG00000118523"	"CTGF"	"connective tissue growth factor"
"chr10"	102661039	102661538	500	"*"	501	"*"	5.26	3.72	5.99	-2.27	6.87e-07	0.000146	"Distal Intergenic"	10	102655281	102657087	1807	1	"81603"	"uc057vrb.1"	5758	"ENSG00000171206"	"TRIM8"	"tripartite motif containing 8"
"chr8"	123689894	123690393	500	"*"	501	"*"	4.75	5.57	2.58	2.99	7.11e-07	0.00015	"Intron (uc003yqt.4/312, intron 9 of 11)"	8	123680794	123737402	56609	2	"312"	"uc003yqt.4"	47009	"ENSG00000104537"	"ANXA13"	"annexin A13"
"chr9"	21511109	21511608	500	"*"	501	"*"	4.2	0.71	5.14	-4.43	7.15e-07	0.00015	"Intron (uc003zpe.3/554202, intron 1 of 3)"	9	21455642	21559669	104028	2	"554202"	"uc003zpe.3"	48061	NA	"MIR31HG"	"MIR31 host gene"
"chr1"	169461062	169461561	500	"*"	501	"*"	4.54	5.42	1.88	3.54	7.38e-07	0.000154	"Promoter (<=1kb)"	1	169395047	169460669	65623	2	"57821"	"uc009wvq.2"	-393	"ENSG00000117477"	"CCDC181"	"coiled-coil domain containing 181"
"chr1"	182143923	182144422	500	"*"	501	"*"	4.47	5.44	-0.16	5.6	7.73e-07	0.00016	"Intron (uc057ntc.1/400799, intron 10 of 16)"	1	182129310	182244399	115090	2	"400799"	"uc057ntc.1"	99977	"ENSG00000228918"	"LINC01344"	"long intergenic non-protein coding RNA 1344"
"chr21"	28805725	28806224	500	"*"	501	"*"	5.41	6.1	4.04	2.06	7.8e-07	0.00016	"Distal Intergenic"	21	28872191	28885371	13181	2	"29104"	"uc002ymo.3"	79147	"ENSG00000156239"	"N6AMT1"	"N-6 adenine-specific DNA methyltransferase 1"
"chr12"	32454034	32454533	500	"*"	501	"*"	4.34	5.27	0.92	4.35	7.98e-07	0.000162	"Intron (uc058mof.1/121512, intron 1 of 16)"	12	32399529	32640533	241005	1	"121512"	"uc058mof.1"	54505	"ENSG00000139132"	"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"chr2"	109324769	109325268	500	"*"	501	"*"	4.33	5.25	1.13	4.12	8.51e-07	0.000172	"Intron (uc010ywt.2/344558, intron 1 of 9)"	2	109129348	109504632	375285	1	"344558"	"uc010ywt.2"	195421	"ENSG00000172985"	"SH3RF3"	"SH3 domain containing ring finger 3"
"chr2"	200585839	200586338	500	"*"	501	"*"	4.45	5.33	1.8	3.53	8.72e-07	0.000174	"Promoter (<=1kb)"	2	200585868	200671495	85628	1	"316"	"uc002uvx.4"	0	"ENSG00000138356"	"AOX1"	"aldehyde oxidase 1"
"chr20"	47334064	47334563	500	"*"	501	"*"	5.49	6.18	4.15	2.03	9e-07	0.000177	"Intron (uc002xta.2/23613, intron 2 of 21)"	20	47209214	47355657	146444	2	"23613"	"uc002xta.2"	21094	"ENSG00000101040"	"ZMYND8"	"zinc finger MYND-type containing 8"
"chr11"	131910797	131911296	500	"*"	501	"*"	4.97	3.29	5.73	-2.44	9.12e-07	0.000177	"Promoter (<=1kb)"	11	131910819	131911648	830	1	"50863"	"uc058jfb.1"	0	"ENSG00000182667"	"NTM"	"neurotrimin"
"chr11"	111911243	111911742	500	"*"	501	"*"	5.53	6.2	4.22	1.98	9.12e-07	0.000177	"Promoter (<=1kb)"	11	111908565	111912014	3450	2	"1410"	"uc001pmf.3"	272	"ENSG00000109846"	"CRYAB"	"crystallin alpha B"
"chr11"	62546515	62547014	500	"*"	501	"*"	8.46	8.8	8.01	0.79	9.12e-07	0.000177	"Promoter (<=1kb)"	11	62433546	62546796	113251	2	"79026"	"uc001ntk.3"	0	"ENSG00000124942"	"AHNAK"	"AHNAK nucleoprotein"
"chr20"	36951463	36951962	500	"*"	501	"*"	5.97	6.59	4.88	1.71	9.17e-07	0.000177	"Promoter (<=1kb)"	20	36890229	36951843	61615	2	"25939"	"uc002xgh.3"	0	"ENSG00000101347"	"SAMHD1"	"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"chr10"	72273706	72274205	500	"*"	501	"*"	8.75	9.1	8.27	0.84	9.48e-07	0.000181	"Promoter (<=1kb)"	10	72273920	72276036	2117	1	"54541"	"uc001jsx.2"	0	"ENSG00000168209"	"DDIT4"	"DNA damage inducible transcript 4"
"chr17"	65463282	65463781	500	"*"	501	"*"	4.3	5.22	0.92	4.3	9.57e-07	0.000181	"Distal Intergenic"	17	65457541	65458408	868	1	"105827617"	"uc060iyv.1"	5741	"ENSG00000263520"	"LINC02563"	"long intergenic non-protein coding RNA 2563"
"chr12"	47736922	47737421	500	"*"	501	"*"	4.31	5.23	1.06	4.17	9.64e-07	0.000181	"3' UTR"	12	47734367	47758645	24279	2	"10411"	"uc001rpz.5"	21224	"ENSG00000079337"	"RAPGEF3"	"Rap guanine nucleotide exchange factor 3"
"chr8"	141018638	141019137	500	"*"	501	"*"	5	5.77	3.26	2.51	9.68e-07	0.000181	"Distal Intergenic"	8	140925689	141002216	76528	2	"5747"	"uc064qsp.1"	-16422	"ENSG00000169398"	"PTK2"	"protein tyrosine kinase 2"
"chr13"	109781332	109781831	500	"*"	501	"*"	5.72	6.4	4.41	1.99	9.91e-07	0.000184	"Intron (uc001vqv.4/8660, intron 1 of 1)"	13	109752698	109786568	33871	2	"8660"	"uc001vqv.4"	4737	"ENSG00000185950"	"IRS2"	"insulin receptor substrate 2"
"chr11"	14191133	14191632	500	"*"	501	"*"	4.44	5.41	-0.16	5.56	9.99e-07	0.000184	"Intron (uc031xfv.2/10418, intron 6 of 15)"	11	13962689	14267884	305196	1	"10418"	"uc031xfv.2"	228444	"ENSG00000262655"	"SPON1"	"spondin 1"
"chr13"	83065104	83065603	500	"*"	501	"*"	4.67	5.51	2.45	3.05	1.03e-06	0.000187	"Distal Intergenic"	13	83877205	83882393	5189	2	"114798"	"uc001vlk.4"	816790	"ENSG00000178235"	"SLITRK1"	"SLIT and NTRK like family member 1"
"chr10"	4283719	4284218	500	"*"	501	"*"	5.33	6.04	3.86	2.18	1.03e-06	0.000187	"Distal Intergenic"	10	4201141	4243912	42772	2	"100652988"	"uc031vvk.2"	-39807	NA	"LINC00702"	"long intergenic non-protein coding RNA 702"
"chr17"	15262260	15262759	500	"*"	501	"*"	7.46	7.88	6.86	1.02	1.06e-06	0.000193	"Promoter (<=1kb)"	17	15229777	15262589	32813	2	"5376"	"uc032eun.1"	0	"ENSG00000109099"	"PMP22"	"peripheral myelin protein 22"
"chr18"	45777404	45777903	500	"*"	501	"*"	4.23	1.27	5.13	-3.87	1.08e-06	0.000194	"Distal Intergenic"	18	45739502	45750120	10619	1	"6563"	"uc060oti.1"	37902	"ENSG00000141469"	"SLC14A1"	"solute carrier family 14 member 1 (Kidd blood group)"
"chr9"	108142601	108143100	500	"*"	501	"*"	4.4	5.37	-0.16	5.52	1.18e-06	0.00021	"Distal Intergenic"	9	107488989	107490482	1494	2	"9314"	"uc064uys.1"	-652119	"ENSG00000136826"	"KLF4"	"Kruppel like factor 4"
"chr16"	84819768	84820267	500	"*"	501	"*"	7.49	7.91	6.91	0.99	1.19e-06	0.000211	"Promoter (<=1kb)"	16	84819984	84909510	89527	1	"83716"	"uc010voh.2"	0	"ENSG00000103196"	"CRISPLD2"	"cysteine rich secretory protein LCCL domain containing 2"
"chr11"	65897977	65898476	500	"*"	501	"*"	5.61	4.38	6.26	-1.88	1.21e-06	0.000214	"Promoter (1-2kb)"	11	65892049	65900419	8371	2	"8061"	"uc010ros.2"	1943	"ENSG00000175592"	"FOSL1"	"FOS like 1, AP-1 transcription factor subunit"
"chrX"	107775627	107776126	500	"*"	501	"*"	4.26	5.2	0.76	4.44	1.23e-06	0.000215	"Promoter (<=1kb)"	23	107713221	107775985	62765	2	"1831"	"uc004enj.4"	0	"ENSG00000157514"	"TSC22D3"	"TSC22 domain family member 3"
"chr1"	192530842	192531341	500	"*"	501	"*"	4.73	5.54	2.69	2.84	1.29e-06	0.000225	"Intron (uc057oav.1/uc057oav.1, intron 2 of 2)"	1	192575727	192580031	4305	1	"5996"	"uc001gsi.2"	-44386	"ENSG00000090104"	"RGS1"	"regulator of G protein signaling 1"
"chr12"	76275433	76275932	500	"*"	501	"*"	4.33	5.28	0.48	4.8	1.32e-06	0.000227	"Intron (uc058rdr.1/uc058rdr.1, intron 1 of 3)"	12	76344474	76348442	3969	2	"79738"	"uc001syd.2"	72510	"ENSG00000179941"	"BBS10"	"Bardet-Biedl syndrome 10"
"chr9"	98356997	98357496	500	"*"	501	"*"	4.94	5.71	3.18	2.53	1.37e-06	0.000235	"Intron (uc004ays.5/9568, intron 13 of 18)"	9	98288082	98709197	421116	2	"9568"	"uc004ays.5"	351701	"ENSG00000136928"	"GABBR2"	"gamma-aminobutyric acid type B receptor subunit 2"
"chr18"	45637979	45638478	500	"*"	501	"*"	4.24	5.17	0.84	4.33	1.39e-06	0.000237	"Intron (uc010dnj.4/8170, intron 7 of 20)"	18	45212995	45682975	469981	1	"8170"	"uc010dnj.4"	424984	"ENSG00000132874"	"SLC14A2"	"solute carrier family 14 member 2"
"chr5"	98340997	98341496	500	"*"	501	"*"	4.21	1.27	5.11	-3.85	1.42e-06	0.000241	"Distal Intergenic"	5	98768650	98779919	11270	1	"285704"	"uc063frk.1"	-427154	"ENSG00000174136"	"RGMB"	"repulsive guidance molecule BMP co-receptor b"
"chr16"	67173885	67174384	500	"*"	501	"*"	6	6.6	4.94	1.66	1.48e-06	0.000249	"Promoter (<=1kb)"	16	67173951	67175199	1249	1	"8996"	"uc059vpv.1"	0	"ENSG00000140939"	"NOL3"	"nucleolar protein 3"
"chr17"	21281943	21282442	500	"*"	501	"*"	4.29	1.5	5.18	-3.68	1.52e-06	0.000255	"Promoter (2-3kb)"	17	21284672	21315213	30542	1	"5606"	"uc060cse.1"	-2230	"ENSG00000034152"	"MAP2K3"	"mitogen-activated protein kinase kinase 3"
"chr7"	12669983	12670482	500	"*"	501	"*"	4.9	5.67	3.12	2.55	1.54e-06	0.000256	"Distal Intergenic"	7	12686856	12689179	2324	1	"10124"	"uc064bpq.1"	-16374	"ENSG00000122644"	"ARL4A"	"ADP ribosylation factor like GTPase 4A"
"chr1"	91885871	91886370	500	"*"	501	"*"	6.45	6.97	5.62	1.35	1.56e-06	0.000257	"Promoter (<=1kb)"	1	91680345	91886279	205935	2	"7049"	"uc001doh.4"	0	"ENSG00000069702"	"TGFBR3"	"transforming growth factor beta receptor 3"
"chr4"	80289896	80290395	500	"*"	501	"*"	4.5	2.27	5.34	-3.08	1.57e-06	0.000258	"3' UTR"	4	80266599	80290194	23596	1	"2250"	"uc003hmd.4"	23297	"ENSG00000138675"	"FGF5"	"fibroblast growth factor 5"
"chr16"	56682271	56682770	500	"*"	501	"*"	7.54	7.93	6.99	0.94	1.68e-06	0.000274	"Promoter (<=1kb)"	16	56682424	56684196	1773	1	"4501"	"uc002ejy.4"	0	"ENSG00000187193"	"MT1X"	"metallothionein 1X"
"chr19"	18020206	18020705	500	"*"	501	"*"	4.78	5.58	2.88	2.7	1.72e-06	0.000279	"Distal Intergenic"	19	18009549	18010358	810	1	"27106"	"uc060voc.1"	10657	"ENSG00000105643"	"ARRDC2"	"arrestin domain containing 2"
"chr11"	114160217	114160716	500	"*"	501	"*"	4.37	5.34	-0.16	5.49	1.74e-06	0.000281	"Intron (uc001pop.4/7704, intron 3 of 6)"	11	114059593	114250676	191084	1	"7704"	"uc001pop.4"	100624	"ENSG00000109906"	"ZBTB16"	"zinc finger and BTB domain containing 16"
"chr11"	111977072	111977571	500	"*"	501	"*"	6.61	7.11	5.85	1.26	1.75e-06	0.000281	"Promoter (<=1kb)"	11	111977309	112021979	44671	1	"85458"	"uc031yfc.2"	0	"ENSG00000150764"	"DIXDC1"	"DIX domain containing 1"
"chr1"	19427177	19427676	500	"*"	501	"*"	5.74	6.37	4.57	1.8	1.77e-06	0.000281	"Intron (uc009vpk.5/832, intron 2 of 8)"	1	19338776	19485513	146738	2	"832"	"uc009vpk.5"	57837	"ENSG00000077549"	"CAPZB"	"capping actin protein of muscle Z-line beta subunit"
"chr5"	67268112	67268611	500	"*"	501	"*"	4.34	5.31	-0.16	5.46	1.82e-06	0.000287	"Exon (uc063edc.1/uc063edc.1, exon 1 of 3)"	5	67179613	67196799	17187	2	"4064"	"uc003juy.3"	-71313	"ENSG00000134061"	"CD180"	"CD180 molecule"
"chr15"	55916610	55917109	500	"*"	501	"*"	5.52	6.18	4.28	1.9	1.86e-06	0.000293	"Promoter (<=1kb)"	15	55827335	55917108	89774	2	"4734"	"uc010ugj.4"	0	"ENSG00000069869"	"NEDD4"	"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
"chr9"	121369954	121370453	500	"*"	501	"*"	7.51	7.91	6.96	0.95	1.91e-06	0.000299	"Promoter (<=1kb)"	9	121338988	121370304	31317	2	"2040"	"uc064vlh.1"	0	"ENSG00000148175"	"STOM"	"stomatin"
"chr5"	172425989	172426488	500	"*"	501	"*"	4.25	5.18	0.76	4.42	2.12e-06	0.000329	"Intron (uc063jrm.1/285590, intron 1 of 12)"	5	172325181	172454358	129178	2	"285590"	"uc063jrm.1"	27870	"ENSG00000174705"	"SH3PXD2B"	"SH3 and PX domains 2B"
"chr9"	21547232	21547731	500	"*"	501	"*"	4.06	0.63	5	-4.37	2.25e-06	0.000347	"Intron (uc003zpe.3/554202, intron 1 of 3)"	9	21455642	21559669	104028	2	"554202"	"uc003zpe.3"	11938	NA	"MIR31HG"	"MIR31 host gene"
"chr2"	37802904	37803403	500	"*"	501	"*"	5.53	6.19	4.28	1.91	2.26e-06	0.000348	"Distal Intergenic"	2	37826247	37829432	3186	2	"101929559"	"uc002rqj.3"	26029	"ENSG00000237803"	"LINC00211"	"long intergenic non-protein coding RNA 211"
"chr4"	87530849	87531348	500	"*"	501	"*"	4.29	5.26	-0.16	5.41	2.29e-06	0.000349	"Promoter (<=1kb)"	4	87494369	87531061	36693	2	"8404"	"uc062ybb.1"	0	"ENSG00000152583"	"SPARCL1"	"SPARC like 1"
"chr3"	188220894	188221393	500	"*"	501	"*"	4.39	5.27	1.76	3.5	2.3e-06	0.00035	"Intron (uc062rhv.1/4026, intron 1 of 6)"	3	188153284	188712842	559559	1	"4026"	"uc062rhv.1"	67610	"ENSG00000145012"	"LPP"	"LIM domain containing preferred translocation partner in lipoma"
"chr5"	95720259	95720758	500	"*"	501	"*"	4.18	5.12	0.48	4.64	2.49e-06	0.000375	"Intron (uc063fmw.1/22836, intron 2 of 2)"	5	95713522	95732012	18491	1	"22836"	"uc063fmw.1"	6737	"ENSG00000164292"	"RHOBTB3"	"Rho related BTB domain containing 3"
"chr2"	110105941	110106440	500	"*"	501	"*"	4.76	2.87	5.55	-2.68	2.5e-06	0.000376	"Intron (uc002tfk.3/7851, intron 1 of 3)"	2	110083870	110116566	32697	2	"7851"	"uc002tfk.3"	10126	"ENSG00000144063"	"MALL"	"mal, T cell differentiation protein like"
"chr5"	140332027	140332526	500	"*"	501	"*"	5.05	3.55	5.77	-2.22	2.62e-06	0.000389	"Promoter (2-3kb)"	5	140333524	140335130	1607	2	"1839"	"uc063huh.1"	2604	"ENSG00000113070"	"HBEGF"	"heparin binding EGF like growth factor"
"chr22"	35384698	35385197	500	"*"	501	"*"	4.04	0.16	4.99	-4.83	2.62e-06	0.000389	"Intron (uc062dqt.1/3162, intron 3 of 3)"	22	35380361	35387101	6741	1	"3162"	"uc062dqt.1"	4337	"ENSG00000100292"	"HMOX1"	"heme oxygenase 1"
"chr2"	215848580	215849079	500	"*"	501	"*"	4.27	5.24	-0.16	5.39	2.64e-06	0.000389	"Distal Intergenic"	2	215743820	215843722	99903	2	"646324"	"uc061sdu.1"	-4858	"ENSG00000235770"	"LINC00607"	"long intergenic non-protein coding RNA 607"
"chr12"	46774032	46774531	500	"*"	501	"*"	4.73	5.54	2.74	2.8	2.71e-06	0.000397	"Intron (uc058mzn.1/100288798, intron 1 of 1)"	12	46387747	46876159	488413	1	"100288798"	"uc058mzn.1"	386285	NA	"LOC100288798"	"uncharacterized LOC100288798"
"chr1"	192812235	192812734	500	"*"	501	"*"	4.97	5.73	3.26	2.47	2.81e-06	0.00041	"3' UTR"	1	192809041	192812283	3243	1	"5997"	"uc001gsl.4"	3194	"ENSG00000116741"	"RGS2"	"regulator of G protein signaling 2"
"chr6"	129133783	129134282	500	"*"	501	"*"	4.25	5.22	-0.16	5.37	2.93e-06	0.000425	"Intron (uc063rgw.1/3908, intron 4 of 62)"	6	128883141	129516563	633423	1	"3908"	"uc063rgw.1"	250642	"ENSG00000196569"	"LAMA2"	"laminin subunit alpha 2"
"chr8"	38728071	38728570	500	"*"	501	"*"	5.11	5.83	3.6	2.23	3.07e-06	0.000444	"Promoter (<=1kb)"	8	38728186	38850793	122608	1	"6867"	"uc003xmc.5"	0	"ENSG00000147526"	"TACC1"	"transforming acidic coiled-coil containing protein 1"
"chr2"	167144129	167144628	500	"*"	501	"*"	4.17	5.09	0.92	4.16	3.23e-06	0.000462	"Intron (uc010fpn.4/129446, intron 3 of 10)"	2	166888487	167259749	371263	1	"129446"	"uc010fpn.4"	255642	"ENSG00000163092"	"XIRP2"	"xin actin binding repeat containing 2"
"chr15"	33098221	33098720	500	"*"	501	"*"	4.02	0.63	4.95	-4.33	3.24e-06	0.000462	"Intron (uc031qrh.2/342184, intron 4 of 20)"	15	32765545	33194733	429189	2	"342184"	"uc031qrh.2"	96013	"ENSG00000248905"	"FMN1"	"formin 1"
"chr17"	17575621	17576120	500	"*"	501	"*"	4.24	5.21	-0.16	5.36	3.44e-06	0.000488	"Promoter (1-2kb)"	17	17505563	17577465	71903	2	"10400"	"uc002grj.3"	1345	"ENSG00000133027"	"PEMT"	"phosphatidylethanolamine N-methyltransferase"
"chr1"	9376956	9377455	500	"*"	501	"*"	4.41	5.27	2	3.28	3.5e-06	0.000494	"Distal Intergenic"	1	9355707	9367575	11869	1	"80176"	"uc001apv.4"	21249	"ENSG00000171621"	"SPSB1"	"splA/ryanodine receptor domain and SOCS box containing 1"
"chr20"	4823184	4823683	500	"*"	501	"*"	6.11	6.66	5.19	1.47	3.61e-06	0.000506	"Promoter (<=1kb)"	20	4780023	4823645	43623	2	"9770"	"uc002wlf.3"	0	"ENSG00000101265"	"RASSF2"	"Ras association domain family member 2"
"chr14"	23154158	23154657	500	"*"	501	"*"	4.84	5.61	3.12	2.49	3.76e-06	0.000525	"Promoter (<=1kb)"	14	23125297	23154450	29154	2	"23428"	"uc010tnk.4"	0	"ENSG00000092068"	"SLC7A8"	"solute carrier family 7 member 8"
"chr19"	6744889	6745388	500	"*"	501	"*"	4.84	5.6	3.12	2.49	3.79e-06	0.000527	"Exon (uc060slj.1/9322, exon 9 of 14)"	19	6737925	6751500	13576	1	"9322"	"uc060slj.1"	6964	"ENSG00000125733"	"TRIP10"	"thyroid hormone receptor interactor 10"
"chr2"	216548693	216549192	500	"*"	501	"*"	4.28	5.17	1.53	3.63	3.91e-06	0.000541	"Intron (uc061sft.1/6168, intron 3 of 3)"	2	216498855	216579180	80326	1	"6168"	"uc061sft.1"	49838	"ENSG00000197756"	"RPL37A"	"ribosomal protein L37a"
"chr20"	41248792	41249291	500	"*"	501	"*"	4.9	5.66	3.2	2.46	4.05e-06	0.000557	"Intron (uc061xas.1/23051, intron 3 of 4)"	20	41178448	41300078	121631	2	"23051"	"uc061xas.1"	50787	"ENSG00000174306"	"ZHX3"	"zinc fingers and homeoboxes 3"
"chr10"	97762820	97763319	500	"*"	501	"*"	4.25	5.16	1.31	3.84	4.27e-06	0.000585	"Distal Intergenic"	10	97757642	97758171	530	1	"118813"	"uc057vgm.1"	5178	"ENSG00000155256"	"ZFYVE27"	"zinc finger FYVE-type containing 27"
